ID,性別,OL申込,年齢,機種,P購入,コース,C応募,FM登録,ML購読,通話分数,通話回数,請求額,契約
T1015192,F,0,84,A,0,F,0,0,0,44.69,7,6208,Y
T1015209,M,0,27,A,0,E,0,0,0,40.66,7,4189,Y
T1015210,M,0,75,C,3,F,0,1,0,37.76,25,8033,Y
T1015226,M,0,73,B,2,F,0,1,1,79.17,10,9211,Y
T1015233,F,0,64,A,0,F,0,0,0,42.76,8,7396,Y
T1015240,M,0,58,C,3,F,0,1,0,96.55,21,10738,Y
T1015252,F,0,71,B,1,F,0,0,0,45.93,37,8010,Y
T1015272,M,0,45,A,0,E,0,0,0,49,34,5167,Y
T1015288,M,0,42,B,1,E,0,0,0,4.39,2,4091,Y
T1015291,M,0,76,C,1,F,1,1,0,85.54,5,8741,Y
T1015300,M,0,74,B,0,F,0,0,0,110.49,9,9987,Y
T1015318,F,0,82,A,0,F,0,0,0,93.59,24,7001,Y
T1015322,M,0,67,C,0,F,0,0,0,52.5,15,8313,Y
T1015339,M,0,56,B,2,F,0,0,1,140.93,81,11186,Y
T1015340,F,0,65,C,1,F,0,0,0,28.59,5,7350,Y
T1015353,F,0,28,A,0,E,0,0,0,54.5,17,4620,Y
T1015375,F,0,66,C,2,E,0,1,0,29.96,41,8072,Y
T1015381,M,0,86,B,3,E,0,0,0,10.59,17,7562,Y
T1015408,F,0,36,C,0,E,0,0,1,18.51,5,4963,Y
T1015415,M,0,65,C,2,F,1,0,0,13.34,5,7030,Y
T1015421,F,0,32,A,0,E,0,0,0,4.09,1,3683,Y
T1015439,F,1,45,B,1,E,0,1,0,71.31,37,6660,Y
T1015449,F,1,37,B,1,E,0,0,0,69,1,4699,Y
T1015452,M,0,61,B,0,E,0,0,0,1.82,1,4240,N
T1015461,F,0,49,A,0,E,0,0,0,159.94,29,5637,Y
T1015477,M,0,42,C,0,E,0,0,0,112.94,53,8472,Y
T1015486,F,0,27,C,1,E,0,1,0,48.2,3,5444,Y
T1015507,F,0,66,C,0,E,1,0,0,26.7,19,6120,Y
T1015515,F,1,39,B,1,E,0,1,0,47.12,4,4829,N
T1015521,F,0,49,A,0,F,0,0,1,148.61,52,11676,N
T1015534,F,0,57,A,0,E,0,1,0,110.65,34,5382,Y
T1015545,M,0,47,A,0,E,0,0,0,62.57,3,3749,Y
T1015556,F,0,72,A,0,F,0,1,0,62.92,6,6599,Y
T1015560,F,0,44,A,0,E,0,1,1,5.48,6,4044,Y
T1015573,F,0,38,C,3,E,0,1,0,35.15,3,5754,Y
T1015586,F,0,40,C,2,E,0,0,0,114.65,15,6065,N
T1015590,F,0,22,A,0,E,0,1,0,111.88,40,6052,Y
T1015608,M,0,36,A,0,E,0,0,0,88.37,27,4808,Y
T1015618,M,0,24,C,0,E,0,0,0,55.13,6,5421,Y
T1015629,F,0,73,A,0,F,0,0,0,42.63,4,6838,Y
T1015630,M,0,58,A,0,F,1,1,0,85.21,14,7740,Y
T1015646,F,0,40,B,1,E,0,0,0,78.05,4,4966,N
T1015657,F,0,45,B,1,E,0,0,1,40.91,5,4690,N
T1015660,M,1,42,B,0,E,0,1,0,45.61,43,7396,N
T1015686,M,0,64,A,0,F,0,0,1,2.55,2,6814,Y
T1015698,F,0,39,C,0,E,0,0,0,85.25,21,6789,Y
T1015703,F,0,68,B,1,E,1,0,0,24.9,14,5392,Y
T1015711,M,0,85,C,3,F,0,0,0,13.39,2,8382,Y
T1015728,M,0,86,A,0,E,0,0,1,15.14,50,6532,Y
T1015735,M,0,45,C,1,E,0,0,0,62.58,10,5762,Y
T1015743,M,0,60,C,2,F,0,0,0,40.57,34,9451,Y
T1015759,M,0,40,B,0,E,0,0,0,36.31,11,5142,N
T1015776,M,0,47,A,0,E,0,0,0,84.18,53,7134,Y
T1015784,M,0,46,A,0,F,0,0,0,65.26,69,9034,Y
T1015793,F,0,40,A,0,X,0,1,0,49.53,25,6683,Y
T1015807,F,0,21,B,0,E,0,0,1,132.21,35,5705,N
T1015818,F,0,49,B,1,E,0,0,0,47.53,15,5054,Y
T1015821,F,0,21,A,0,E,0,0,1,4.13,7,3340,Y
T1015832,F,0,65,A,0,E,1,1,0,70.95,8,4017,Y
T1015842,M,0,83,B,2,F,0,0,0,72.73,11,7723,Y
T1015853,M,0,75,C,2,F,0,0,0,62.96,73,7646,Y
T1015861,M,0,58,C,1,E,1,0,0,70.37,14,5842,Y
T1015872,F,0,31,B,1,E,0,0,0,110.48,42,6709,Y
T1015881,M,0,86,A,0,E,0,1,1,73.28,6,7015,Y
T1015898,M,0,39,C,0,E,0,0,1,67.85,22,6409,Y
T1015902,M,1,66,B,3,F,1,1,0,39.06,5,7367,Y
T1015918,F,0,35,B,0,E,0,0,0,70.1,7,5058,N
T1015921,M,1,63,B,0,E,1,0,1,114.06,50,6982,Y
T1015931,M,0,49,A,0,F,0,0,0,84.14,10,8097,Y
T1015944,F,0,55,A,0,F,1,0,0,24.17,2,5493,Y
T1015957,F,1,60,B,0,E,0,0,0,30.33,5,4245,Y
T1015965,F,0,20,B,1,E,1,0,0,88.45,8,5016,N
T1015977,F,0,74,C,2,F,0,1,0,57.05,60,9787,Y
T1015984,M,0,43,B,1,E,0,0,1,62.91,2,4556,Y
T1015990,F,1,41,B,1,E,1,0,0,78.17,28,6373,Y
T1016023,F,0,29,A,0,E,0,0,0,115.28,36,5582,Y
T1016030,M,0,25,A,0,E,0,0,0,35.02,4,3455,N
T1016042,M,0,26,A,0,E,0,1,1,45.14,10,4093,Y
T1016053,M,0,78,B,1,F,0,0,0,0.87,7,6422,N
T1016066,M,0,24,C,0,E,0,0,1,28,6,5588,N
T1016070,M,0,88,A,0,F,0,1,0,49.54,4,6869,Y
T1016080,F,0,58,B,2,F,1,0,1,53.06,9,7785,Y
T1016096,F,0,70,A,0,F,0,0,0,70.54,4,8206,Y
T1016100,M,0,38,A,0,X,0,0,0,63.22,2,7434,Y
T1016111,M,0,29,B,0,E,0,0,0,47.43,26,5913,N
T1016127,F,1,24,C,0,E,0,0,1,65.53,10,5727,N
T1016135,F,0,83,C,2,F,0,0,0,22.31,5,9106,Y
T1016142,M,0,77,B,0,E,0,0,1,22.19,2,4192,Y
T1016157,M,0,58,B,2,E,1,0,0,43.35,7,4851,Y
T1016160,F,0,25,A,0,E,0,0,0,1.36,10,4482,Y
T1016179,F,0,77,C,3,X,0,1,0,74.07,11,8456,Y
T1016180,M,0,50,C,1,F,0,0,0,7.84,15,7368,Y
T1016198,M,0,35,B,0,E,0,0,0,58.5,6,4508,Y
T1016205,M,0,68,C,3,F,0,0,0,22.38,17,7443,Y
T1016216,F,0,71,B,3,F,1,0,0,1.29,39,7112,Y
T1016227,M,0,54,C,2,E,0,1,0,43.19,6,5721,Y
T1016238,M,0,53,B,2,E,0,0,0,54.95,8,4601,N
T1016248,F,0,31,A,0,E,0,0,0,27.94,1,3875,Y
T1016253,F,0,71,A,0,F,1,0,0,54.83,11,8106,Y
T1016266,F,0,56,C,1,E,0,1,0,65.79,44,8266,Y
T1016279,F,0,28,B,0,E,0,0,0,111.69,3,4823,N
T1016285,M,0,79,B,0,F,0,0,0,109.82,36,10894,N
T1016298,M,0,67,A,0,F,0,1,1,127,109,6270,Y
T1016308,M,1,45,B,0,E,1,0,1,39.65,20,5541,N
T1016316,M,0,82,B,1,F,0,0,1,6.13,3,8216,Y
T1016323,M,0,34,C,2,E,0,0,0,79.18,6,5080,N
T1016333,F,0,49,B,1,E,1,0,0,39.05,5,4986,Y
T1016341,M,0,28,C,0,E,0,0,0,44.41,34,7451,N
T1016350,M,0,66,B,1,E,0,0,0,19.04,1,4159,Y
T1016369,F,0,26,C,0,E,0,0,0,15.73,2,5302,N
T1016370,M,0,33,C,1,E,1,0,0,24.07,36,7939,N
T1016388,F,0,63,A,0,F,0,0,0,0.15,2,5522,Y
T1016394,F,0,73,A,0,F,0,0,0,12,17,6530,Y
T1016401,F,0,46,C,1,E,1,1,0,83.77,11,5337,Y
T1016426,M,0,54,B,0,E,0,0,0,13.23,1,4755,Y
T1016435,M,0,84,A,0,F,0,0,0,19.92,20,6777,Y
T1016447,M,0,32,C,0,E,0,0,0,155.05,34,7436,N
T1016452,M,0,41,B,1,E,0,0,0,0.8,2,4523,Y
T1016469,M,0,53,A,0,F,0,1,0,85.75,14,8199,Y
T1016486,F,0,62,A,0,F,0,0,0,50.32,4,6854,Y
T1016491,M,0,67,A,0,F,0,0,0,53.3,28,6567,Y
T1016507,M,0,60,C,2,F,1,0,0,11.18,1,7441,Y
T1016512,F,0,76,C,3,X,1,0,0,60.98,7,8330,Y
T1016523,M,0,68,A,0,E,0,0,0,96.08,3,3670,Y
T1016539,F,0,35,A,0,E,0,1,0,71.78,12,4204,Y
T1016558,M,0,45,A,0,F,0,0,1,40.64,1,6483,Y
T1016561,F,0,62,A,0,E,0,0,0,0.07,4,3623,Y
T1016570,M,0,23,A,0,E,0,0,1,26.85,5,3841,Y
T1016589,M,0,40,C,1,E,1,0,0,55.25,4,5475,Y
T1016599,F,0,74,A,0,E,1,0,0,61.53,10,3200,Y
T1016603,F,0,84,C,2,F,0,0,1,37.76,5,8351,Y
T1016612,F,0,89,B,1,E,0,0,0,68.76,4,8304,Y
T1016621,F,0,35,B,0,E,0,0,1,45.46,9,4693,Y
T1016633,F,0,28,A,0,E,0,0,0,51.85,17,4511,Y
T1016644,F,1,22,C,1,E,0,0,0,53.63,89,10758,N
T1016659,M,0,36,B,1,E,0,1,1,76.77,13,5191,Y
T1016665,F,0,62,B,2,E,0,1,0,49.28,4,4051,Y
T1016671,M,0,29,B,0,E,1,0,0,101.67,16,4769,N
T1016683,F,0,34,B,1,E,1,1,0,19.75,5,4643,Y
T1016696,M,0,61,A,0,F,0,1,0,169.88,60,11463,Y
T1016705,M,0,82,B,2,F,0,0,0,122.03,31,7648,Y
T1016719,M,0,43,A,0,E,1,0,0,29.94,2,2771,Y
T1016722,M,0,66,B,1,F,0,1,0,110.32,43,9827,Y
T1016736,M,0,75,C,2,F,0,0,0,157.38,41,8964,Y
T1016744,F,1,87,B,1,X,1,0,0,74.92,31,7473,Y
T1016756,M,0,28,C,2,E,0,1,0,123.28,17,6620,Y
T1016765,F,0,82,A,0,X,0,1,1,26.86,15,7032,Y
T1016778,F,0,89,A,0,F,0,1,1,14.07,6,6840,Y
T1016785,M,0,74,A,0,F,0,1,0,80.16,41,6518,Y
T1016798,F,0,46,A,0,F,0,0,0,21.58,30,6928,Y
T1016808,F,0,65,A,0,F,0,0,0,14.97,7,5185,Y
T1016818,F,0,44,B,2,E,0,0,0,8.61,3,4804,N
T1016825,M,0,61,A,0,X,0,0,0,34.51,8,6659,Y
T1016833,M,0,81,C,3,E,0,1,0,34.01,6,8430,Y
T1016845,F,0,41,B,1,E,1,0,1,16.37,3,4547,N
T1016868,F,0,45,A,0,F,0,0,0,23.33,9,6539,Y
T1016871,F,0,65,B,1,E,0,0,0,100.14,19,5894,Y
T1016883,M,0,77,C,1,F,0,0,0,84.04,11,8333,Y
T1016894,F,0,55,A,0,X,0,0,1,26.41,11,6423,Y
T1016909,M,0,43,C,1,E,0,0,0,76.82,17,6280,Y
T1016911,F,0,76,B,1,F,1,1,1,7.49,1,6821,Y
T1016928,M,0,54,A,0,F,0,0,0,73,4,8252,Y
T1016931,F,0,24,C,1,E,0,0,0,62.94,4,5636,N
T1016941,F,0,37,A,0,E,1,0,1,63.83,8,4004,Y
T1016958,M,0,81,A,0,E,1,1,0,23.21,14,6488,Y
T1016961,M,1,53,B,1,E,0,0,0,37.08,18,5698,Y
T1016971,M,0,80,B,2,F,0,1,0,102.32,13,9673,Y
T1016984,F,0,36,C,1,E,0,0,0,63.19,3,5482,Y
T1016990,M,0,31,A,0,E,1,0,0,0.39,5,3455,N
T1017006,F,0,23,B,1,E,0,0,0,85.7,63,7980,N
T1017016,M,0,58,B,1,E,1,0,0,67.87,13,4811,Y
T1017029,M,0,41,B,0,E,0,0,0,43.89,19,5483,N
T1017034,M,0,57,B,1,F,0,0,0,69.23,12,9389,Y
T1017042,F,0,28,C,0,E,0,0,0,3.45,7,5666,Y
T1017051,F,0,25,B,1,E,0,0,0,63.47,23,5250,N
T1017066,F,0,50,C,0,E,0,0,0,50.89,15,6393,Y
T1017072,F,0,71,A,0,F,0,1,1,17.71,14,6980,Y
T1017081,M,0,35,C,0,E,0,0,0,52.74,7,5849,Y
T1017090,F,0,50,C,1,E,0,0,0,97.87,8,5237,Y
T1017116,F,0,55,B,1,X,0,0,0,87.19,10,8248,Y
T1017124,M,1,90,C,2,F,0,1,0,0.9,16,7932,Y
T1017131,F,0,23,A,0,E,0,0,0,55.48,30,5333,Y
T1017148,M,0,21,B,0,E,0,0,0,50.42,5,4617,N
T1017150,F,0,35,A,0,E,0,1,0,87.58,27,4714,Y
T1017166,F,0,47,B,1,E,1,1,0,88.63,18,5708,N
T1017174,M,0,75,A,0,F,0,0,0,94.86,30,8829,Y
T1017188,M,0,58,C,1,E,0,0,1,32.84,18,6502,Y
T1017216,F,0,43,A,0,E,0,1,0,15.55,5,4181,Y
T1017222,M,0,53,A,0,F,0,1,0,48.19,9,6661,Y
T1017234,M,0,33,A,0,E,0,0,1,64.72,57,7033,Y
T1017249,F,0,21,C,0,E,0,0,0,101.48,32,6621,Y
T1017254,F,0,64,A,0,X,0,1,0,11.95,35,6839,Y
T1017278,F,1,88,C,3,F,0,0,0,93.59,9,8480,Y
T1017283,F,0,46,C,3,E,0,0,0,115.67,21,6297,Y
T1017294,M,1,44,B,0,E,0,1,0,112.95,71,8795,N
T1017301,M,0,48,A,0,F,0,0,0,17.68,3,6892,Y
T1017316,M,0,64,C,2,E,1,0,0,63.92,6,8357,Y
T1017327,F,0,44,A,0,F,0,1,0,112.9,21,7930,Y
T1017332,M,0,31,A,0,E,0,0,0,139.47,13,4026,Y
T1017341,F,0,64,A,0,F,0,0,0,48.11,9,6646,Y
T1017351,F,0,37,C,2,F,0,0,0,109.74,15,9666,Y
T1017366,F,0,48,A,0,F,0,1,0,23.15,6,6690,Y
T1017389,F,0,27,A,0,E,0,1,0,17.08,18,4663,Y
T1017392,F,1,36,B,1,E,0,0,0,96.66,81,9445,Y
T1017404,F,0,74,C,3,F,0,0,1,77.09,25,8668,Y
T1017419,M,0,85,C,2,F,0,1,1,58.98,27,8339,Y
T1017420,F,0,65,C,1,E,0,0,0,99.45,6,5897,Y
T1017439,F,0,24,A,0,E,0,0,0,174.25,88,8799,N
T1017442,M,0,88,B,2,F,0,1,0,56.69,13,7509,Y
T1017455,M,0,40,B,2,E,0,0,0,32.02,5,5192,Y
T1017464,F,0,83,C,3,F,1,0,0,17.6,9,8420,Y
T1017480,M,0,79,A,0,F,0,0,0,40.53,5,7359,Y
T1017491,F,0,60,C,2,F,0,0,1,11.34,4,8631,Y
T1017507,F,0,46,C,3,F,1,0,1,14.33,12,8325,Y
T1017511,F,0,35,B,1,E,0,0,1,87.64,7,4667,N
T1017529,F,0,88,A,0,F,1,0,1,78.91,40,6226,Y
T1017535,F,0,30,B,0,E,0,0,0,45.34,12,5491,Y
T1017544,M,0,50,A,0,E,0,1,1,61.04,7,4176,Y
T1017553,M,0,70,C,2,E,1,0,0,30.37,10,5991,Y
T1017560,M,0,39,A,0,E,0,0,0,31.91,3,4288,Y
T1017575,F,0,47,A,0,E,0,1,0,28.39,1,3563,Y
T1017585,M,0,51,A,0,E,0,0,0,129.26,43,6058,N
T1017592,M,0,49,A,0,F,0,0,0,35.02,9,6783,Y
T1017602,F,0,56,B,1,E,0,0,0,75.15,7,4299,Y
T1017615,F,0,43,A,0,F,0,0,1,20.92,1,5835,Y
T1017638,F,0,71,C,2,F,1,1,0,51.43,54,8826,Y
T1017648,M,0,60,B,1,F,0,0,0,64.39,14,7410,N
T1017656,F,1,82,B,2,X,0,0,0,81,10,7830,Y
T1017665,M,0,86,B,2,E,0,0,0,36.37,14,7363,Y
T1017679,M,1,28,B,1,E,0,1,0,8.33,3,4633,Y
T1017680,M,0,23,B,0,E,0,0,0,63.37,10,4999,N
T1017692,M,1,70,C,0,E,0,0,1,3.29,3,8683,Y
T1017709,M,0,54,B,2,E,0,0,0,40.71,53,7204,Y
T1017713,M,0,37,C,1,E,0,0,0,77.72,8,5848,Y
T1017724,F,0,27,C,1,E,0,0,0,37.51,22,7258,Y
T1017731,F,0,82,C,3,X,1,1,0,23.85,4,8860,Y
T1017745,M,0,43,C,2,E,0,0,0,118.36,18,6288,Y
T1017758,F,0,44,C,2,E,0,1,1,58.62,8,5466,Y
T1017761,F,0,46,A,0,F,0,0,0,33.41,18,6592,Y
T1017778,M,0,79,C,1,F,0,1,1,64.1,33,8221,Y
T1017780,M,0,33,A,0,E,0,0,1,65.12,14,4169,Y
T1017796,F,1,35,B,0,E,0,1,0,37.55,10,4913,Y
T1017800,F,0,24,B,0,E,0,0,0,83.83,54,7827,N
T1017814,F,0,67,B,3,F,1,1,0,76.58,3,8388,Y
T1017831,M,0,43,A,0,F,0,0,1,30.51,8,6795,Y
T1017849,M,0,22,C,0,E,0,1,0,75.6,34,8120,Y
T1017861,M,0,49,B,0,E,0,1,0,79.62,8,4466,Y
T1017877,M,0,44,C,2,E,0,0,0,77.31,12,6145,Y
T1017883,M,0,21,A,0,E,0,0,0,72.04,6,4108,Y
T1017899,F,0,68,C,0,E,0,0,1,77.74,25,7277,Y
T1017908,M,0,25,A,0,E,0,0,0,52.25,8,3926,Y
T1017910,F,0,66,B,1,X,0,0,0,47.85,1,8837,Y
T1017922,M,0,62,A,0,E,0,0,0,43.13,36,5403,Y
T1017939,F,0,55,C,2,E,0,0,1,55.38,36,7328,Y
T1017944,F,0,32,A,0,F,1,0,0,40.36,47,6294,Y
T1017952,M,0,49,C,1,E,0,1,0,135.46,13,5906,N
T1017963,F,0,71,B,2,E,0,0,0,10.03,6,5088,Y
T1017978,F,0,51,A,0,E,0,1,0,50.84,4,3398,Y
T1017988,M,0,47,C,1,E,0,0,0,80.11,19,6971,Y
T1017997,M,0,21,A,0,E,0,0,0,51.57,3,3788,N
T1018004,M,0,86,B,2,E,0,0,0,50.08,21,7376,Y
T1018013,F,0,44,A,0,X,0,0,0,68.59,5,6720,Y
T1018021,F,0,80,C,1,E,1,1,1,75.38,43,8564,Y
T1018038,M,0,66,A,0,F,0,0,0,48.78,7,6885,Y
T1018045,M,1,70,B,2,F,0,0,0,18.79,8,6245,Y
T1018053,M,0,79,A,0,F,0,0,0,99.57,24,6802,Y
T1018062,M,0,83,A,0,F,1,0,0,100.02,3,9277,Y
T1018077,M,0,79,C,3,F,0,0,1,79.36,4,9975,Y
T1018085,F,0,67,B,2,F,1,1,0,50.49,11,8766,Y
T1018094,F,1,28,C,0,E,0,1,0,50.43,33,6668,Y
T1018103,F,0,71,B,2,E,0,0,0,59.24,2,4092,Y
T1018115,M,0,21,A,0,E,0,0,1,138.05,5,3725,N
T1018129,F,0,32,B,0,E,0,0,1,82.33,91,9143,N
T1018134,F,0,42,A,0,E,0,0,0,9.58,14,4668,Y
T1018167,M,0,65,A,0,F,0,0,1,22.54,12,6277,Y
T1018177,M,0,68,A,0,E,0,1,0,1.19,8,6787,Y
T1018183,M,0,44,A,0,E,0,0,1,56.02,65,7596,Y
T1018198,M,0,66,A,0,F,0,0,0,67.32,8,8141,Y
T1018205,M,0,24,A,0,E,0,1,0,13.51,1,3812,Y
T1018214,M,0,28,B,0,E,0,0,0,48.38,38,6680,Y
T1018227,M,1,40,B,0,E,1,0,0,137.61,14,5493,Y
T1018236,F,0,22,A,0,E,0,1,1,36.36,5,4189,Y
T1018255,F,0,52,C,1,E,0,0,0,52.94,7,5844,N
T1018268,M,0,81,C,3,E,0,0,1,58.82,25,8688,Y
T1018275,M,0,53,C,2,E,0,0,0,98.81,12,6079,Y
T1018286,F,0,72,C,1,F,0,0,1,75.52,11,10180,Y
T1018291,M,0,33,C,0,E,0,0,0,112.64,89,10392,Y
T1018300,M,1,40,C,1,E,0,1,0,48.12,8,5488,Y
T1018316,F,0,29,A,0,E,0,1,0,78.79,1,3821,Y
T1018325,F,0,63,C,3,F,0,0,0,34.47,7,9064,Y
T1018336,M,0,34,A,0,E,0,0,0,80.78,15,4574,Y
T1018341,F,0,61,B,1,E,0,0,1,54.21,2,4724,Y
T1018357,F,0,37,B,0,E,0,1,0,172.12,163,14550,Y
T1018369,M,0,25,B,1,E,0,0,0,136.15,54,7499,N
T1018376,M,0,67,B,3,F,1,0,0,115.07,6,9214,Y
T1018382,M,0,30,A,0,F,0,1,0,88.98,33,8703,Y
T1018391,F,0,36,A,0,E,0,0,0,47.56,14,3971,Y
T1018404,F,0,51,A,0,E,0,0,1,5.78,2,3333,Y
T1018412,M,0,36,A,0,F,0,0,0,33.32,24,6909,Y
T1018429,F,0,39,C,2,F,0,1,0,27.28,7,8293,Y
T1018437,M,0,73,C,2,F,0,1,0,61.08,12,8331,Y
T1018446,M,0,78,B,2,F,0,1,0,6.77,1,6563,Y
T1018457,F,0,34,B,0,E,0,0,1,138.08,20,5115,N
T1018460,M,1,21,B,0,E,0,0,1,50.9,3,3980,N
T1018476,M,0,42,B,0,E,0,0,0,33.04,4,4924,N
T1018487,M,0,41,A,0,F,0,0,0,92.7,24,8158,Y
T1018491,F,0,59,C,2,X,0,0,1,32.67,2,8452,Y
T1018506,M,0,83,B,2,F,1,0,0,64.63,10,7658,Y
T1018513,F,0,70,B,2,E,0,0,1,48.02,3,7168,Y
T1018523,M,0,22,A,0,E,0,1,0,14.45,1,3634,Y
T1018533,F,0,53,A,0,E,0,0,1,9.23,2,3296,Y
T1018545,F,0,73,A,0,F,1,0,0,8.73,2,6875,Y
T1018557,F,0,32,C,1,E,0,0,0,59.29,3,5796,Y
T1018569,M,0,21,B,0,E,0,0,0,96.19,1,4415,Y
T1018575,M,0,36,B,0,E,0,1,1,15.46,3,4042,Y
T1018583,F,0,21,C,0,E,0,0,0,69.15,49,8385,Y
T1018595,M,1,62,B,2,F,0,0,0,32.43,17,7925,Y
T1018603,M,0,33,A,0,X,1,0,0,165.79,12,6844,Y
T1018612,F,0,49,A,0,F,0,1,0,25.05,3,7094,Y
T1018620,M,0,56,B,0,F,0,1,1,3.42,1,6388,Y
T1018639,M,0,40,C,3,E,0,0,1,66.69,10,5637,Y
T1018645,F,0,76,A,0,E,0,0,0,52.96,43,6734,Y
T1018659,M,0,27,C,0,E,0,0,0,171.34,16,5916,N
T1018662,F,0,31,B,1,E,0,1,0,15.58,1,4573,N
T1018670,M,0,73,C,1,E,1,0,0,102.4,74,9298,Y
T1018687,F,0,77,A,0,X,0,0,0,75.51,24,6348,Y
T1018698,M,0,22,C,0,E,0,0,0,71.74,74,9406,N
T1018707,F,0,77,B,2,E,1,0,0,39.53,57,7546,Y
T1018713,M,0,85,B,2,F,0,0,0,61.81,3,8812,Y
T1018726,M,0,83,B,2,F,0,1,0,86.26,40,7145,Y
T1018730,M,0,30,B,1,E,0,1,0,62.21,20,5418,Y
T1018745,M,0,59,A,0,X,0,1,0,60.65,15,6384,Y
T1018755,M,0,47,A,0,E,0,0,0,30.74,7,4093,Y
T1018763,M,0,24,C,1,E,0,0,1,186.11,23,6928,N
T1018774,F,0,34,A,0,E,1,0,0,95.53,49,6708,Y
T1018784,M,0,87,A,0,X,0,1,0,2.69,1,7210,Y
T1018794,F,0,71,B,0,E,0,0,0,38.05,8,4820,Y
T1018805,F,0,67,C,1,E,0,0,0,61.4,5,5374,Y
T1018813,M,0,58,A,0,F,1,0,1,41.83,12,7142,Y
T1018828,F,0,84,C,1,F,0,0,0,22.78,3,8956,Y
T1018879,F,0,74,C,2,F,1,0,1,79.31,19,8363,Y
T1018885,M,0,21,C,2,E,0,0,0,67.18,29,6576,Y
T1018892,F,0,36,A,0,F,1,1,1,115.46,42,8818,Y
T1018908,F,0,44,B,0,E,0,1,0,4.37,1,4413,Y
T1018927,M,0,42,C,2,E,1,0,0,59.91,120,12589,Y
T1018938,M,0,28,A,0,E,0,0,1,83.26,21,4669,Y
T1018946,F,1,79,B,3,F,0,0,0,71.47,3,8308,Y
T1018955,F,0,29,B,0,E,0,0,0,40.18,8,4720,Y
T1018963,F,0,88,B,2,F,0,0,1,40.61,16,7127,Y
T1018988,M,0,60,A,0,F,1,0,0,106.27,5,10492,Y
T1018999,F,0,41,A,0,E,0,0,0,99.93,25,4760,Y
T1019000,F,0,25,B,0,E,0,0,0,151.59,21,5274,N
T1019014,F,0,77,B,0,F,0,0,0,137.63,56,11166,Y
T1019020,F,0,72,A,0,F,0,0,0,38.47,24,6921,Y
T1019031,M,1,47,B,0,E,0,0,0,25.88,11,5430,Y
T1019042,F,0,65,C,1,E,0,1,1,114.52,32,7123,Y
T1019058,F,0,46,B,0,E,0,0,0,55.64,9,5037,Y
T1019077,M,0,47,B,1,E,0,1,1,90.85,23,6048,Y
T1019088,F,0,30,B,0,E,0,0,0,58.29,6,4910,N
T1019099,M,0,84,A,0,F,0,0,0,55.55,4,6834,Y
T1019106,M,0,79,B,3,F,1,1,0,90.97,18,7518,Y
T1019116,M,0,51,A,0,F,0,0,0,91.61,11,8900,Y
T1019126,F,0,53,C,3,F,0,0,0,73.68,41,9911,Y
T1019135,M,0,87,B,2,X,0,0,0,62.27,20,7774,Y
T1019155,F,0,82,C,2,X,1,1,0,87.38,105,8325,Y
T1019166,M,0,60,C,2,E,1,0,0,9.93,1,5308,Y
T1019178,M,0,77,C,2,F,0,1,0,63.18,8,8674,Y
T1019184,F,0,71,C,1,F,0,0,0,132.9,18,11731,Y
T1019198,F,0,59,A,0,E,0,0,0,55.86,7,4142,N
T1019204,F,1,73,B,2,F,0,0,0,25.73,4,7671,Y
T1019215,M,0,46,A,0,E,1,0,0,93.07,18,4412,Y
T1019222,F,0,82,A,0,X,1,0,0,92.45,3,7342,Y
T1019255,F,0,44,B,0,E,0,1,1,64.19,6,4653,Y
T1019264,M,0,78,B,3,E,1,1,0,48.82,13,7311,Y
T1019270,F,0,26,C,0,E,0,1,0,77.38,54,8360,Y
T1019297,F,0,85,A,0,F,1,0,1,61.05,4,6531,Y
T1019307,F,1,55,C,2,E,1,0,0,31.87,12,6141,Y
T1019318,M,0,40,A,0,F,1,1,0,48.67,12,6491,Y
T1019324,M,0,65,A,0,E,0,0,0,65.07,32,5564,Y
T1019330,F,0,38,C,0,E,0,0,0,125.72,22,6987,Y
T1019356,M,0,57,A,0,F,0,0,0,60.88,11,7558,Y
T1019368,M,0,67,C,2,F,0,0,0,18.15,2,7787,Y
T1019374,M,0,62,B,2,F,0,0,0,58.39,26,9025,Y
T1019382,F,0,44,B,1,F,1,1,0,63.64,15,9168,Y
T1019391,F,0,83,B,3,X,1,0,0,27.56,11,7504,Y
T1019406,F,0,41,C,1,E,1,0,0,36.28,2,5292,Y
T1019416,F,0,55,A,0,E,0,0,0,52.27,9,3854,Y
T1019420,F,0,34,C,0,E,0,0,0,114.96,4,5353,N
T1019438,M,1,29,C,0,E,0,0,1,4.54,8,5868,N
T1019445,M,0,50,B,1,E,1,0,0,4.34,8,5276,Y
T1019455,M,0,69,B,1,F,0,0,0,23.22,2,7097,Y
T1019463,M,1,84,B,2,F,0,0,0,39.61,10,7709,Y
T1019481,M,0,39,A,0,E,0,0,0,80.77,5,3109,Y
T1019504,F,0,39,A,0,F,0,0,0,34.87,16,6573,N
T1019514,F,0,48,A,0,F,1,1,0,80.62,7,7321,Y
T1019526,M,0,22,B,0,E,0,0,0,85.24,15,5390,N
T1019535,M,1,47,B,0,E,0,0,0,34.47,2,4758,N
T1019546,F,0,53,A,0,F,0,1,0,37.44,6,5350,Y
T1019550,M,0,62,C,1,F,0,1,0,33.05,2,7929,Y
T1019562,F,0,24,A,0,E,0,0,1,70.3,15,3775,N
