駅名,建物構造,徒歩分,専有面積,間取り,部屋数,築年,所在階,成約価格
大門,SRC,5,56,K,2,200802,48,82000000
品川,SRC,7,69,DK,3,197708,9,55600000
表参道,RC,13,51,R,1,201212,7,61000000
高輪台,SRC,8,130,DK,2,197406,4,85900000
汐留,RC,7,17,R,1,200209,9,21200000
御成門,RC,6,69,R,1,198406,3,54100000
目黒,SRC,3,52,R,2,200804,6,62400000
溜池山王,SRC,10,33,K,2,200511,2,35200000
芝浦ふ頭,SRC,4,60,R,1,200610,6,59700000
麻布十番,SRC,7,45,DK,1,197903,3,35300000
五反田,SRC,6,77,R,1,197811,5,52800000
五反田,RC,4,58,K,1,200104,5,56400000
白金台,RC,8,86,R,1,198310,7,82600000
広尾,RC,10,146,R,1,201902,19,288200000
品川,RC,6,53,R,1,200501,1,54600000
御成門,RC,8,62,R,1,200510,5,60900000
赤羽橋,SRC,3,39,DK,2,200302,9,40300000
神谷町,SRC,3,44,K,1,200611,17,74500000
天王洲アイル,SRC,8,88,DK,1,201206,10,116000000
天王洲アイル,SRC,6,88,R,1,200602,9,98800000
外苑前,RC,2,83,R,2,201210,13,139800000
新橋,RC,3,67,DK,2,197907,12,58700000
溜池山王,RC,7,82,R,1,200608,4,99500000
天王洲アイル,SRC,7,87,K,1,197806,2,63100000
麻布十番,RC,3,55,K,2,197203,40,53800000
北品川,SRC,1,81,R,1,200611,8,83900000
田町,SRC,4,40,K,1,201701,22,72900000
渋谷,SRC,7,56,K,2,200106,4,49000000
汐留,SRC,12,82,DK,1,199903,3,82000000
青山一丁目,RC,8,25,R,2,201005,2,36700000
品川,SRC,3,64,K,1,200610,10,74300000
赤坂見附,RC,1,19,K,3,200506,13,24500000
六本木一丁目,RC,4,81,DK,2,198005,7,75600000
青山一丁目,SRC,12,19,R,2,201602,3,33200000
汐留,RC,1,37,K,3,200508,2,43200000
浜松町,RC,14,33,R,2,197912,6,22100000
御成門,RC,6,105,K,1,197911,5,88900000
表参道,SRC,11,55,R,3,200311,8,59700000
渋谷,RC,9,55,K,1,200708,35,58500000
溜池山王,RC,8,23,R,3,198102,2,12500000
広尾,RC,6,59,K,1,201401,2,90700000
乃木坂,RC,6,90,R,1,197310,4,73600000
神谷町,SRC,2,82,R,1,200411,30,127500000
溜池山王,SRC,8,75,K,1,200510,26,99900000
汐留,SRC,7,33,R,1,201509,8,53300000
白金高輪,RC,6,76,R,2,201509,32,123900000
赤坂,RC,8,70,K,3,200502,2,91200000
乃木坂,SRC,6,40,R,1,200511,2,44500000
目黒,RC,9,130,R,1,200702,6,136500000
泉岳寺,RC,4,84,K,1,200007,8,89900000
白金高輪,RC,12,32,K,1,201202,1,33200000
表参道,SRC,9,83,R,1,200906,3,166400000
虎ノ門,SRC,4,54,DK,1,200805,5,75000000
泉岳寺,SRC,4,118,R,2,200403,5,160000000
六本木,SRC,10,51,R,2,201202,37,80900000
御成門,SRC,2,115,R,1,197105,9,97100000
芝浦ふ頭,SRC,8,30,K,1,200311,2,24600000
溜池山王,SRC,3,86,K,2,200002,14,115700000
日の出,SRC,5,22,R,2,201509,17,41000000
天王洲アイル,SRC,12,22,R,1,201411,2,26100000
泉岳寺,SRC,5,46,K,2,200602,4,45600000
白金高輪,RC,9,112,R,1,201005,12,145500000
外苑前,SRC,6,84,R,3,201509,3,162300000
渋谷,RC,10,67,DK,1,201012,2,65700000
乃木坂,RC,7,65,R,1,199911,4,65700000
三田,SRC,14,55,R,2,201508,14,67600000
高輪台,RC,10,20,R,1,200610,12,23600000
御成門,RC,7,24,R,1,201202,8,22700000
白金台,RC,8,37,K,2,197005,4,30000000
日の出,RC,13,59,K,1,200708,7,51500000
目黒,SRC,2,86,R,1,197910,7,68900000
芝公園,RC,5,24,R,1,200710,2,21700000
天王洲アイル,SRC,9,71,R,1,199803,10,58700000
新橋,SRC,10,19,R,1,199807,32,17200000
乃木坂,SRC,2,102,K,2,201407,6,205300000
赤坂見附,SRC,9,28,R,1,197104,34,26500000
大門,SRC,4,67,R,1,201708,9,116900000
表参道,SRC,5,21,K,1,199806,5,23500000
白金高輪,RC,3,70,K,1,200810,3,73700000
赤羽橋,RC,6,69,DK,1,199604,34,82900000
芝浦ふ頭,RC,2,70,K,1,200303,14,72800000
高輪台,RC,6,75,R,1,200007,7,78600000
虎ノ門,SRC,4,51,K,1,201003,6,78100000
泉岳寺,SRC,4,55,K,3,198104,11,48500000
五反田,SRC,1,64,R,2,200607,6,68300000
表参道,SRC,8,17,R,1,201002,7,31400000
赤羽橋,RC,6,31,R,3,197808,2,19200000
六本木,SRC,7,40,R,2,200906,4,62800000
北品川,RC,9,30,DK,1,199604,18,30700000
浜松町,RC,8,23,R,2,201408,5,25200000
白金高輪,RC,4,59,K,2,201401,16,85000000
大門,SRC,12,18,K,1,197608,4,9400000
高輪台,RC,12,17,K,1,200510,5,21900000
北品川,SRC,9,60,K,1,200407,3,55700000
神谷町,SRC,4,60,DK,1,201111,4,106300000
赤坂,SRC,1,18,R,2,200405,16,35400000
目黒,SRC,5,75,LK,1,201402,2,105100000
広尾,SRC,8,170,R,1,201310,3,446300000
北品川,RC,5,16,K,1,201107,9,15700000
日の出,SRC,4,23,DK,1,196505,3,17300000
泉岳寺,RC,8,75,DK,1,201212,7,78700000
大門,RC,7,67,R,1,200105,16,66100000
青山一丁目,SRC,6,46,R,1,198506,23,51900000
乃木坂,RC,6,62,R,2,200002,2,61600000
青山一丁目,RC,4,28,R,3,201411,6,42000000
表参道,SRC,4,65,R,2,199811,3,81300000
外苑前,SRC,8,93,K,2,200606,27,117200000
田町,SRC,4,24,R,1,200605,7,21400000
麻布十番,RC,5,87,K,1,199706,7,112900000
虎ノ門,SRC,3,94,R,1,200209,31,143900000
溜池山王,SRC,6,54,R,1,199901,5,53000000
溜池山王,SRC,12,61,DK,1,200610,2,59200000
泉岳寺,SRC,7,44,K,2,197901,6,34200000
外苑前,RC,7,42,R,1,200508,9,57700000
赤羽橋,RC,3,45,K,2,200906,9,57300000
渋谷,SRC,4,70,R,1,198312,4,53300000
天王洲アイル,RC,14,49,R,1,201802,2,58400000
赤羽橋,RC,4,33,R,1,201601,14,53300000
虎ノ門,SRC,6,19,K,1,198003,5,12300000
六本木,SRC,5,44,R,3,198001,32,42200000
麻布十番,SRC,7,24,R,2,200510,4,29900000
青山一丁目,RC,9,75,R,1,198011,5,61800000
高輪台,RC,6,95,K,2,198312,6,87700000
白金高輪,RC,4,101,K,2,199801,3,116000000
溜池山王,RC,6,23,R,1,200608,3,25000000
お台場海浜公園,RC,6,37,R,1,200905,5,38100000
日の出,SRC,4,20,DK,1,198506,6,16600000
神谷町,SRC,7,129,K,1,199807,26,196300000
目黒,RC,4,36,R,1,200209,2,28600000
外苑前,SRC,6,38,R,1,199801,3,38900000
溜池山王,RC,6,31,DK,1,200011,17,34400000
表参道,SRC,3,77,K,2,200209,14,137400000
白金台,SRC,8,65,R,3,198111,19,59400000
北品川,SRC,8,70,R,1,200007,8,52800000
神谷町,SRC,3,53,R,1,197302,2,43300000
品川,SRC,6,55,R,1,198604,9,55300000
白金台,SRC,12,20,R,3,200906,30,31200000
外苑前,RC,8,19,K,3,200304,9,25100000
乃木坂,RC,3,71,R,2,200505,15,97900000
赤羽橋,SRC,8,20,DK,1,200810,2,19300000
渋谷,RC,13,48,R,1,201005,3,40900000
田町,SRC,14,86,R,2,196903,7,55500000
芝公園,RC,7,53,R,3,200509,3,54700000
赤羽橋,RC,14,42,DK,3,197202,2,29000000
汐留,RC,10,27,R,3,200508,6,29400000
外苑前,SRC,10,41,R,1,200510,1,47500000
赤坂,RC,2,102,R,1,200710,8,147500000
溜池山王,SRC,8,17,R,2,198306,27,13600000
溜池山王,SRC,2,74,K,1,197503,16,66300000
赤坂見附,RC,3,23,DK,2,201403,2,37900000
浜松町,RC,6,52,R,1,199603,7,43400000
赤坂,SRC,1,75,R,1,200209,3,105000000
新橋,SRC,8,58,DK,1,200302,17,66000000
五反田,RC,6,18,R,1,200209,3,13600000
芝公園,SRC,3,35,K,2,201111,6,39100000
外苑前,SRC,2,121,K,2,200701,17,218100000
赤坂,SRC,9,45,R,1,200209,12,51400000
汐留,SRC,5,48,DK,1,200311,4,56900000
新橋,RC,4,25,R,2,197609,9,16600000
麻布十番,RC,4,74,R,1,201407,3,124300000
品川,RC,10,60,DK,1,200209,6,55600000
赤坂見附,SRC,4,60,R,2,197110,9,58100000
六本木,SRC,4,148,R,1,196409,7,130100000
田町,RC,8,48,R,1,201401,7,48400000
高輪台,SRC,8,42,R,2,201003,33,58800000
広尾,RC,14,75,DK,1,198001,2,58400000
浜松町,SRC,6,77,DK,2,200309,4,78100000
赤坂見附,RC,4,38,R,2,200610,22,49700000
赤羽橋,SRC,2,104,K,3,197206,8,89600000
表参道,SRC,5,62,K,2,200510,3,94800000
赤坂,SRC,8,20,K,2,201005,28,39400000
三田,RC,7,67,R,1,201206,3,72200000
御成門,RC,1,54,R,2,201701,5,83900000
乃木坂,SRC,14,54,R,3,197605,7,31500000
麻布十番,SRC,6,47,R,3,201311,2,70300000
表参道,SRC,5,63,K,2,200607,2,92700000
外苑前,SRC,9,66,K,1,197609,27,63400000
乃木坂,RC,3,41,K,2,200710,32,65500000
三田,SRC,6,67,R,2,198102,1,47300000
六本木,SRC,5,71,K,1,199803,3,80400000
赤坂,SRC,2,65,R,3,200605,9,100300000
天王洲アイル,SRC,2,84,K,1,197712,5,68900000
乃木坂,RC,5,100,DK,3,200611,7,132100000
赤坂見附,RC,3,18,DK,2,200610,6,24000000
浜松町,RC,5,58,DK,2,200804,9,67500000
汐留,RC,11,21,R,1,200608,8,25300000
三田,SRC,3,75,K,1,200212,4,80500000
赤羽橋,SRC,12,20,K,4,201003,26,25800000
泉岳寺,RC,4,91,R,1,197904,3,72700000
赤羽橋,RC,4,72,DK,1,198001,9,59000000
神谷町,SRC,12,60,K,2,200610,10,69600000
渋谷,SRC,1,20,R,1,200508,13,26500000
汐留,SRC,6,66,R,1,199803,6,72200000
高輪台,SRC,5,40,R,1,200103,5,42700000
汐留,RC,10,45,R,3,197803,27,31300000
高輪台,RC,1,55,DK,4,200103,5,58100000
広尾,SRC,8,50,R,1,201208,33,88100000
虎ノ門,RC,4,27,K,1,200305,1,30300000
溜池山王,RC,2,67,K,1,201509,19,121500000
御成門,SRC,6,48,R,1,200610,3,47500000
白金台,RC,2,46,K,2,201303,5,72800000
北品川,RC,5,94,DK,2,200510,5,99000000
お台場海浜公園,SRC,6,76,K,1,200011,5,67100000
高輪台,RC,14,25,DK,2,200402,4,23400000
新橋,RC,6,60,K,3,198310,20,60400000
赤羽橋,RC,3,31,R,1,197711,14,20700000
お台場海浜公園,SRC,1,75,DK,2,200509,9,72100000
六本木一丁目,SRC,5,39,R,1,200003,5,39400000
新橋,SRC,8,33,DK,1,197909,4,20700000
白金台,SRC,8,57,R,1,200409,3,66500000
虎ノ門,SRC,4,75,K,3,201509,2,136500000
青山一丁目,RC,7,15,K,2,197006,9,10100000
表参道,RC,5,26,R,1,201401,15,40700000
目黒,RC,1,80,K,3,198006,8,61300000
溜池山王,RC,2,51,K,3,200610,5,63300000
日の出,RC,8,43,K,2,197103,7,28400000
お台場海浜公園,RC,2,44,R,1,197108,5,34400000
麻布十番,SRC,7,62,R,3,200508,18,90400000
浜松町,RC,6,48,R,2,201007,3,53000000
泉岳寺,SRC,14,95,K,2,198001,10,66300000
神谷町,SRC,5,27,K,2,200209,4,35000000
白金台,RC,10,131,DK,2,197911,2,106300000
浜松町,RC,1,67,K,2,200511,5,75700000
乃木坂,RC,3,80,DK,1,200509,4,110200000
大門,SRC,4,19,DK,2,200510,B1,31000000
虎ノ門,SRC,8,27,DK,1,200611,3,29100000
天王洲アイル,RC,4,55,R,3,200906,4,58300000
泉岳寺,SRC,9,86,K,1,196908,7,68300000
大門,SRC,12,39,K,1,198611,1,25000000
高輪台,SRC,10,65,DK,2,200303,8,62200000
六本木一丁目,RC,1,65,K,1,200103,3,84300000
三田,SRC,8,62,DK,1,201405,12,93700000
目黒,RC,10,22,K,2,201401,9,25800000
六本木一丁目,RC,12,17,R,1,200610,6,22700000
渋谷,RC,6,70,R,1,200203,5,62900000
外苑前,SRC,2,111,R,1,200508,6,157500000
品川,RC,8,21,K,1,198309,2,19000000
外苑前,RC,15,63,K,2,198506,5,51100000
六本木一丁目,RC,5,70,DK,1,200608,3,92200000
芝公園,RC,6,32,R,2,201509,1,39000000
芝公園,SRC,10,71,K,2,200602,4,64800000
溜池山王,RC,5,92,R,1,200602,6,109300000
大門,SRC,13,44,R,3,200208,5,37200000
芝公園,RC,4,49,K,1,201407,6,63500000
渋谷,SRC,3,20,R,1,200611,5,22400000
青山一丁目,SRC,3,57,R,2,197507,38,58500000
渋谷,SRC,5,20,K,2,197808,14,19700000
白金台,RC,7,25,K,2,201206,33,39700000
乃木坂,RC,8,72,R,2,201509,32,108800000
赤坂見附,RC,4,21,R,2,200611,8,30400000
外苑前,RC,9,75,R,1,199806,34,90500000
目黒,SRC,6,70,R,3,200209,9,71500000
白金台,RC,3,41,R,4,200611,42,64200000
芝公園,SRC,6,94,K,2,200211,11,103700000
六本木一丁目,RC,8,56,DK,2,201302,5,80200000
麻布十番,RC,8,79,K,1,197604,3,66600000
お台場海浜公園,SRC,2,85,K,3,199603,9,75800000
六本木,RC,8,39,K,3,197804,12,30800000
泉岳寺,RC,1,84,R,2,197302,7,73100000
六本木,SRC,8,80,K,1,200906,10,142800000
赤坂,SRC,6,68,R,3,201401,11,132100000
日の出,SRC,4,60,R,1,201111,14,87800000
泉岳寺,RC,2,44,DK,3,200610,9,47400000
青山一丁目,RC,3,50,R,1,200205,4,60300000
溜池山王,RC,8,53,K,3,201311,4,56900000
新橋,RC,1,94,R,3,200103,38,120700000
芝浦ふ頭,RC,4,22,R,1,197803,7,14900000
お台場海浜公園,RC,3,23,LK,2,201901,5,36200000
新橋,RC,8,130,K,1,200812,8,173000000
広尾,SRC,13,23,K,2,200305,18,23300000
表参道,SRC,2,76,R,1,197105,8,79900000
北品川,RC,5,63,R,1,200708,7,62800000
五反田,SRC,8,83,K,2,197804,2,62500000
田町,SRC,1,93,R,1,201503,3,144600000
神谷町,RC,2,81,R,2,200407,4,113500000
麻布十番,SRC,4,42,R,1,201302,3,65400000
虎ノ門,RC,15,85,K,3,200310,9,84800000
三田,SRC,2,19,R,1,200601,3,24500000
大門,SRC,3,59,K,1,200511,8,67000000
大門,SRC,4,33,DK,2,201109,13,39700000
芝公園,RC,4,55,R,1,200610,2,59400000
六本木一丁目,RC,1,36,K,1,198908,22,37500000
青山一丁目,RC,2,99,R,1,199603,18,126800000
御成門,SRC,3,60,R,3,200303,5,66800000
広尾,RC,5,32,R,2,201312,9,38800000
芝公園,RC,10,31,R,3,199603,4,24800000
品川,SRC,9,45,K,1,201201,1,51200000
神谷町,RC,8,87,R,1,200804,3,132300000
赤羽橋,SRC,1,26,K,1,200106,12,25900000
六本木,RC,6,58,K,2,199703,6,71700000
汐留,RC,9,66,K,1,198011,7,48300000
芝公園,RC,1,33,K,3,200302,10,42900000
泉岳寺,SRC,2,62,K,2,200205,6,65500000
外苑前,RC,10,72,K,1,201407,7,96000000
赤坂見附,SRC,12,41,K,1,199809,21,36500000
広尾,RC,3,16,K,3,197302,8,16600000
高輪台,RC,6,25,R,2,197110,3,15200000
白金高輪,RC,3,98,R,1,197706,17,88100000
赤坂見附,RC,3,79,DK,2,197902,3,68000000
芝浦ふ頭,SRC,13,71,R,3,200906,3,65000000
御成門,SRC,2,27,R,2,201008,6,35900000
浜松町,SRC,3,60,R,1,201401,2,87100000
六本木,SRC,14,55,R,3,199711,9,50100000
品川,SRC,2,23,K,2,197902,2,24500000
天王洲アイル,SRC,6,72,K,3,199911,10,72900000
白金高輪,RC,5,49,R,1,200510,2,57500000
虎ノ門,SRC,6,54,DK,2,200906,4,75700000
田町,RC,2,69,R,1,200804,12,80000000
溜池山王,RC,6,87,K,3,200508,3,117100000
三田,RC,8,86,DK,1,198004,4,67300000
表参道,SRC,6,65,R,4,200311,10,92700000
田町,RC,10,57,K,1,200510,14,51700000
虎ノ門,SRC,6,100,K,2,200406,34,170800000
赤羽橋,SRC,6,70,K,2,200311,6,88000000
広尾,SRC,6,40,R,3,201103,12,54700000
大門,SRC,10,37,R,3,200003,15,31200000
田町,RC,7,28,K,2,198106,2,15500000
六本木,SRC,5,81,R,2,200502,6,121900000
渋谷,SRC,3,23,R,1,201111,3,25300000
品川,SRC,1,82,R,1,201003,27,131400000
高輪台,RC,1,87,LK,1,200906,2,114900000
白金高輪,RC,10,71,R,1,198508,4,49700000
汐留,RC,5,84,R,3,200601,23,116400000
赤坂,SRC,12,108,R,2,200608,2,143200000
三田,SRC,3,55,R,1,198211,9,47500000
汐留,RC,8,43,K,1,197805,14,35300000
乃木坂,RC,5,55,K,2,200812,12,73000000
天王洲アイル,RC,8,41,R,2,200511,8,40500000
日の出,RC,2,94,K,2,199809,3,89800000
白金台,SRC,6,30,K,1,198305,5,22700000
渋谷,SRC,8,37,K,1,200501,3,32500000
田町,RC,1,57,R,3,200502,7,66300000
赤羽橋,SRC,7,64,R,1,199204,1,57000000
お台場海浜公園,RC,6,104,R,2,200407,30,123200000
芝公園,RC,8,94,K,2,201111,19,126500000
浜松町,RC,15,46,K,2,200209,3,38000000
高輪台,SRC,2,65,R,2,198008,4,53000000
浜松町,RC,1,77,DK,2,200502,48,93900000
乃木坂,SRC,8,34,R,1,198201,9,29100000
赤坂見附,RC,6,40,R,1,198201,12,37400000
芝浦ふ頭,RC,4,38,R,1,200511,3,31700000
表参道,RC,4,32,K,1,197802,15,38000000
五反田,RC,9,34,R,1,201003,2,37600000
乃木坂,SRC,2,19,K,1,198309,7,18300000
青山一丁目,SRC,2,55,R,1,199802,9,64300000
赤羽橋,RC,10,55,K,2,200710,6,61600000
溜池山王,SRC,4,94,R,3,199807,2,104500000
赤坂,SRC,3,62,R,1,200906,6,116000000
麻布十番,SRC,11,130,R,1,200510,1,164300000
北品川,RC,3,101,R,2,196803,3,74600000
六本木,RC,3,20,K,3,200805,4,37200000
大門,SRC,6,59,DK,2,200610,8,64300000
虎ノ門,SRC,12,94,R,3,200605,2,90800000
日の出,SRC,7,25,R,2,198010,7,19800000
日の出,SRC,14,103,K,1,200611,1,93100000
六本木一丁目,RC,6,56,R,3,198305,26,57900000
赤坂見附,RC,8,55,R,1,197108,27,52200000
大門,SRC,4,29,R,1,200610,1,25600000
白金台,SRC,14,54,K,1,198310,4,44000000
高輪台,RC,6,24,R,2,201408,2,30900000
麻布十番,SRC,6,61,LK,1,200804,46,126100000
日の出,RC,5,26,R,1,201202,34,32500000
大門,RC,10,67,DK,1,200306,4,55000000
青山一丁目,SRC,4,18,R,1,200508,22,23700000
広尾,SRC,4,81,DK,2,200610,2,113600000
白金台,SRC,5,37,R,3,200611,3,45800000
汐留,SRC,4,71,K,2,196310,6,56000000
赤坂見附,RC,2,35,K,1,200602,7,40500000
大門,RC,12,38,DK,1,199905,4,26100000
広尾,RC,1,62,R,1,200511,12,87800000
日の出,SRC,6,55,R,1,201206,2,65600000
新橋,SRC,6,56,DK,2,201509,7,88500000
虎ノ門,RC,12,56,DK,1,201003,2,57200000
赤坂見附,RC,11,57,DK,1,200407,9,54400000
日の出,RC,2,80,K,2,200610,6,80600000
日の出,SRC,12,50,K,2,200209,8,42100000
麻布十番,SRC,2,51,K,1,201109,5,77300000
赤羽橋,SRC,3,20,K,1,199711,10,21300000
高輪台,SRC,4,52,R,2,200304,3,55300000
白金高輪,RC,3,37,R,4,198112,4,28500000
表参道,SRC,3,54,R,1,197912,4,53400000
白金高輪,RC,14,30,DK,2,199706,10,30200000
外苑前,SRC,10,39,R,1,200610,3,44000000
御成門,RC,7,37,DK,1,198011,3,30100000
天王洲アイル,RC,12,49,R,1,201005,4,44900000
お台場海浜公園,SRC,8,23,R,1,200108,12,20900000
白金台,SRC,5,84,K,1,201312,28,198900000
広尾,SRC,3,47,R,2,200006,27,55800000
虎ノ門,RC,6,56,DK,2,200208,9,70600000
芝浦ふ頭,RC,9,56,K,1,197711,2,34200000
芝浦ふ頭,RC,4,56,R,1,200906,3,56300000
赤羽橋,RC,2,61,R,1,198202,1,39900000
白金台,SRC,11,68,R,1,201303,18,127000000
泉岳寺,RC,3,68,R,2,200111,4,74400000
赤羽橋,RC,6,100,R,1,198305,32,94900000
青山一丁目,RC,3,131,R,2,201402,10,245400000
外苑前,RC,11,88,K,3,197806,6,67300000
六本木一丁目,RC,10,57,DK,3,199905,14,57700000
浜松町,SRC,10,62,DK,2,200911,34,83000000
白金台,RC,14,51,R,2,200511,8,57900000
お台場海浜公園,SRC,1,93,DK,1,197806,7,72600000
赤坂見附,SRC,8,81,R,3,200602,7,97700000
赤羽橋,SRC,6,80,K,3,201202,13,116100000
品川,SRC,6,14,R,2,197110,7,14700000
目黒,RC,5,60,R,2,200610,5,59400000
赤羽橋,SRC,9,97,K,1,197604,6,73600000
広尾,SRC,7,79,K,2,200407,19,119400000
青山一丁目,RC,3,21,R,2,198206,18,19800000
浜松町,SRC,5,78,R,2,199809,4,70500000
表参道,SRC,4,35,K,2,201102,5,49900000
六本木一丁目,SRC,7,71,R,1,198405,11,72000000
三田,SRC,7,86,R,1,198003,2,71500000
溜池山王,SRC,6,37,K,3,198301,B1,35200000
神谷町,SRC,3,82,K,1,201405,4,182200000
虎ノ門,SRC,4,39,K,1,200511,13,44900000
新橋,SRC,2,80,K,1,200710,30,109900000
五反田,RC,1,100,K,1,201509,8,168200000
外苑前,SRC,8,28,R,1,201502,13,44000000
溜池山王,SRC,6,62,K,2,200509,17,94600000
目黒,SRC,10,18,R,2,200305,42,22700000
乃木坂,RC,4,57,R,2,200610,28,77800000
赤羽橋,RC,10,34,K,3,197207,6,24000000
田町,RC,8,57,R,1,198302,3,37700000
芝浦ふ頭,SRC,9,25,R,2,199903,30,21700000
高輪台,SRC,2,69,R,2,201509,2,88000000
青山一丁目,SRC,4,20,R,2,197608,6,22900000
泉岳寺,SRC,12,120,DK,4,200209,26,126100000
天王洲アイル,RC,11,14,R,3,200610,4,18000000
泉岳寺,SRC,5,72,K,2,201509,3,92200000
赤坂,RC,14,68,K,1,200304,11,85700000
芝公園,RC,8,79,DK,2,200911,5,86400000
泉岳寺,SRC,9,60,R,1,201111,4,70900000
お台場海浜公園,SRC,8,124,R,1,197904,4,88500000
高輪台,SRC,12,44,R,1,201402,5,58200000
御成門,RC,5,67,K,3,201504,2,81000000
天王洲アイル,RC,9,95,R,1,197512,7,64000000
五反田,SRC,1,42,R,1,199508,13,36700000
浜松町,SRC,8,62,R,2,197710,2,45700000
目黒,SRC,8,90,DK,1,200610,6,84900000
田町,RC,2,70,R,3,201206,7,81500000
白金高輪,SRC,4,80,R,3,201111,6,109100000
御成門,RC,15,16,R,1,197209,5,14000000
高輪台,RC,10,86,R,1,197605,8,60100000
高輪台,RC,2,73,K,2,199711,8,68100000
浜松町,RC,10,54,R,2,200209,23,53000000
外苑前,RC,7,24,R,2,201403,2,32700000
芝公園,RC,2,63,R,2,201401,19,82600000
麻布十番,RC,3,25,R,2,200608,24,40100000
品川,RC,7,152,K,1,197011,6,101300000
品川,RC,3,56,R,2,200002,1,54100000
お台場海浜公園,SRC,1,44,R,1,201208,9,54900000
三田,SRC,6,112,R,2,200605,4,127300000
赤坂見附,RC,1,70,K,2,200006,1,70000000
日の出,RC,10,70,R,2,200708,34,76800000
御成門,SRC,12,22,R,1,200804,13,28300000
三田,SRC,8,73,K,3,200906,4,94500000
北品川,SRC,6,66,K,2,200511,5,73400000
高輪台,SRC,3,42,LK,3,200610,6,48000000
芝公園,SRC,4,93,K,1,197909,13,81600000
汐留,SRC,4,56,K,2,200303,4,69900000
御成門,RC,11,15,R,1,200502,13,14400000
汐留,RC,1,41,R,1,201306,4,56700000
神谷町,SRC,9,55,K,2,197908,18,49400000
大門,SRC,8,16,DK,3,200603,8,21100000
芝公園,RC,6,60,R,1,200610,13,68400000
五反田,SRC,3,82,DK,1,200602,1,80000000
乃木坂,RC,2,73,R,2,200409,25,103900000
お台場海浜公園,SRC,10,20,R,2,198303,13,16600000
お台場海浜公園,SRC,6,61,R,1,197806,9,45300000
六本木一丁目,RC,2,32,R,2,197806,2,22100000
赤坂,RC,10,40,K,1,198305,20,37600000
白金高輪,SRC,3,54,K,1,201902,2,91900000
天王洲アイル,RC,7,91,K,1,200610,2,80800000
五反田,SRC,3,105,K,1,201005,23,183300000
赤羽橋,RC,5,61,K,2,200802,12,77900000
品川,SRC,2,21,K,1,200607,13,29200000
汐留,RC,13,86,R,2,201212,6,107700000
白金台,SRC,6,26,K,3,197103,4,17200000
汐留,RC,5,76,R,1,198312,13,69700000
渋谷,RC,8,33,R,1,200610,7,33400000
虎ノ門,SRC,3,40,R,1,200406,9,45700000
日の出,SRC,7,55,K,1,198211,24,42200000
新橋,SRC,3,59,K,1,200310,1,59500000
白金高輪,SRC,4,55,K,1,197108,45,52900000
白金高輪,RC,12,39,K,3,201402,6,37500000
高輪台,SRC,8,78,R,3,199907,10,78100000
泉岳寺,SRC,12,30,R,1,200608,4,29000000
乃木坂,SRC,10,20,K,2,196804,27,12300000
六本木一丁目,RC,10,50,K,1,197806,3,34000000
北品川,RC,14,82,K,1,197904,14,53500000
白金高輪,RC,3,35,K,1,199807,4,35800000
浜松町,RC,7,27,K,3,199911,4,24700000
浜松町,SRC,15,34,R,1,200303,10,31300000
広尾,SRC,1,55,K,3,200303,28,82200000
渋谷,RC,2,73,K,2,200311,8,78800000
外苑前,RC,15,39,DK,3,199809,3,29300000
日の出,SRC,4,96,R,1,200906,4,125400000
汐留,SRC,10,73,K,1,198206,8,57400000
広尾,RC,12,43,DK,2,201902,3,63300000
赤羽橋,RC,8,88,R,1,200510,7,96000000
御成門,SRC,8,50,K,2,200311,13,51400000
赤羽橋,RC,3,29,K,3,200608,10,42100000
六本木一丁目,SRC,6,59,R,2,201503,4,128400000
お台場海浜公園,RC,8,16,R,1,201005,12,23500000
虎ノ門,SRC,2,36,K,1,200708,26,56100000
浜松町,SRC,6,23,DK,2,197803,8,15400000
浜松町,SRC,9,33,R,1,200302,32,40700000
渋谷,RC,4,55,R,3,201005,19,63400000
白金台,RC,8,20,R,2,200610,6,28500000
泉岳寺,RC,9,95,K,2,197705,6,74100000
芝公園,RC,3,42,DK,1,201608,7,66100000
品川,SRC,3,35,K,1,201111,2,45700000
広尾,SRC,4,21,R,1,198111,12,13400000
麻布十番,SRC,1,39,K,3,201208,5,63200000
白金台,RC,12,67,R,3,200608,2,69200000
赤羽橋,SRC,3,67,R,1,201509,4,120100000
渋谷,RC,6,87,R,1,200301,1,75200000
赤羽橋,RC,4,56,R,1,200610,6,67800000
芝公園,RC,10,22,R,1,199603,37,21700000
青山一丁目,RC,8,28,R,2,199806,2,34500000
天王洲アイル,SRC,4,19,K,2,201306,3,21600000
お台場海浜公園,RC,7,71,K,2,197007,5,48300000
広尾,SRC,1,64,K,2,197808,7,55100000
白金台,SRC,3,75,K,1,200508,18,114400000
新橋,RC,7,37,K,2,198005,37,28500000
表参道,SRC,10,103,DK,1,200611,16,180100000
日の出,SRC,6,67,K,1,201401,23,116400000
渋谷,RC,7,62,K,2,200906,4,70000000
品川,SRC,14,58,R,1,198409,20,45100000
赤坂,RC,10,66,R,1,200610,26,95600000
白金高輪,SRC,4,82,R,1,197103,9,75400000
神谷町,SRC,1,101,K,2,201503,10,239100000
赤坂,SRC,4,40,LK,1,200502,2,52700000
六本木,RC,5,22,R,2,200611,8,28700000
大門,SRC,5,72,DK,1,201105,11,89100000
赤坂見附,RC,4,21,K,2,201208,2,26400000
